node	isRegulator	AnimalTFDB	RegNetwork
MAGI1	-	-	-
IGSF5	-	-	-
DDRGK1	-	-	-
BDH1	-	-	-
COL9A3	-	-	-
GJD2	-	-	-
MAFB	+	TF	+
PTN	-	-	-
PHF21A	-	-	-
HIST2H2BE	-	-	-
GGPS1	-	-	-
CTU2	-	-	-
PRND	-	-	-
DPP6	-	-	-
NME8	-	-	-
RYR1	-	-	-
MRPL53	-	-	-
LYZ1	-	-	-
PTPRB	-	-	-
RSPO3	-	-	-
GCNT4	-	-	-
IRX3	+	TF	+
EAF2	-	-	-
ADD1	-	-	-
PLSCR1	-	-	-
NOL12	-	-	-
CDC20B	-	-	-
CLDN3	-	-	-
RGMA	-	-	-
DNAJC8	-	-	-
PNMAL2	-	-	-
KLHL22	-	-	-
PAWR	+	TcF	+
GRID2	-	-	-
MUC19	-	-	-
MUC4	-	-	-
SEPT1	-	-	-
SEPT5	-	-	-
BICC1	-	-	-
CEP350	-	-	-
KDM4A	+	CRF	+
PIGB	-	-	-
GGN	-	-	-
S100A14	-	-	-
BGLAP2	-	-	-
UBE2L6	-	-	-
TJP1	-	-	-
MMADHC	-	-	-
AHCYL2	-	-	-
D2WSU81E	-	-	-
P2RX7	-	-	-
TMEM176A	-	-	-
PLCD3	-	-	-
STK39	-	-	-
SLC12A2	-	-	-
KCNJ1	-	-	-
PITPNA	-	-	-
CAR4	-	-	-
IL22RA1	-	-	-
KIF26B	-	-	-
OXCT2B	-	-	-
FOXO6	+	TF	-
NFE2L2	+	TF	+
UBLCP1	-	-	-
ICOS	-	-	-
ASL	-	-	-
COL15A1	-	-	-
FOXD1	+	TF	-
PTGIR	-	-	-
1810043G02RIK	-	-	-
TRP53BP2	-	-	-
TRIM63	-	-	-
YEATS2	+	CRF	+
G3BP2	-	-	-
ADH6A	-	-	-
SKINT2	-	-	-
KLK6	-	-	-
MMS22L	-	-	-
TPT1	-	-	-
IFI204	+	TcF	-
BANP	+	TcF	-
ATPAF1	-	-	-
HIST2H2BB	-	-	-
HNRNPAB	+	-	+
LRP2BP	-	-	-
GABRA6	-	-	-
SUV420H1	-	-	-
OBSL1	-	-	-
SUFU	+	TcF	+
CACNA1S	-	-	-
TSC22D3	+	TF	+
GFI1B	+	TF	+
EPHB6	-	-	-
UHRF1BP1	-	-	-
SEPT6	-	-	-
DLX6	+	TF	-
COL22A1	-	-	-
NRG2	-	-	-
SYNJ1	-	-	-
ARFIP1	-	-	-
COX17	-	-	-
INSC	-	-	-
DEPDC1A	-	-	-
RNFT2	-	-	-
STT3A	-	-	-
CRTC3	-	-	-
IDE	-	-	-
ITGB3BP	+	TcF	-
HERPUD1	-	-	-
SPRYD3	-	-	-
RELN	-	-	-
SPHK1	-	-	-
USF1	+	TF	+
SAP25	-	-	-
MGLL	-	-	-
PAFAH1B2	-	-	-
RASD2	-	-	-
RHEBL1	-	-	-
RAB38	-	-	-
RGS3	-	-	-
ARL4D	-	-	-
CLASRP	+	-	+
RAB2B	-	-	-
ARL5B	-	-	-
ILKAP	-	-	-
RNF14	+	TcF	+
RNF138	+	TF	-
RSPH14	-	-	-
NKIRAS1	-	-	-
FBXL12	-	-	-
KATNB1	-	-	-
CDKL1	-	-	-
STK35	-	-	-
DAPK2	-	-	-
NEK8	-	-	-
ENC1	-	-	-
BTBD2	-	-	-
KLHL1	-	-	-
SKAP2	-	-	-
SNTG1	-	-	-
PLEK	-	-	-
PLEKHB1	-	-	-
PPP1CA	-	-	-
RNF130	-	-	-
NOXO1	-	-	-
SAMD8	-	-	-
CDC42EP4	-	-	-
RGS19	-	-	-
RRH	-	-	-
FBXO34	-	-	-
FBXO24	-	-	-
1700006A11RIK	-	-	-
OSBPL3	-	-	-
RLIM	+	TcF	+
AVEN	-	-	-
HDGFRP3	-	-	-
RIT1	-	-	-
DNAJC7	-	-	-
LONRF3	-	-	-
RNF141	+	TcF	-
SMAP1	-	-	-
RAP2A	-	-	-
MYO3A	-	-	-
BCL2A1	-	-	-
HRAS	-	-	-
MAP1S	-	-	-
GEMIN2	-	-	-
HIST1H2AI	-	-	-
SETDB1	+	TF	-
SAP18	+	CRF	+
CI	-	-	-
ZFP219	+	TF	+
GMCL1	-	-	-
AOC1	-	-	-
MTMR7	-	-	-
CCL21	-	-	-
CIR1	+	TcF	-
CPNE1	-	-	-
CPNE2	-	-	-
CPNE4	-	-	-
CEP162	-	-	-
FAM101A	-	-	-
DBN1	-	-	-
SAP30BP	+	-	+
C7ORF25	-	-	-
C9ORF78	-	-	-
PHYHIP	-	-	-
TM4SF1	-	-	-
IGSF21	-	-	-
KIAA1377	-	-	-
LRIF1	-	-	-
TP53BP1	-	-	-
TMSB4X	-	-	-
KTN1	-	-	-
DYNLT1B	-	-	-
RHO1	-	-	-
PTBP3	-	-	-
RPGRIP1	-	-	-
DUSP22	-	-	-
SAA2	-	-	-
NRXN1	-	-	-
CDC42EP5	-	-	-
H60A	-	-	-
MECR	-	-	-
STMN1	-	-	-
GRO	-	-	-
OPTIX	-	-	-
TNFRSF6B	-	-	-
METAP2	-	-	-
AKAP8	-	-	-
ARL2BP	+	TcF	-
HSP82	-	-	-
SLC2A1	-	-	-
ADA2	-	-	-
ACKR2	-	-	-
HHEX	+	TF	+
HOXC8	+	TF	+
H3F3B	-	-	-
LY9	-	-	-
RNF216	-	-	-
TPD52	-	-	-
MXD1	+	TF	+
RGPD5	-	-	-
AGO2	+	TcF	-
GMEB1	+	TF	+
GMEB2	+	TF	+
SFTPD	-	-	-
AGFG2	-	-	-
P4HA2	-	-	-
AAGAB	-	-	-
MAP3K6	-	-	-
HMGA1	+	TF	+
GTF2IRD1	+	TF	-
BAG6	-	-	-
ASIC2	-	-	-
CIB1	-	-	-
N4BP3	-	-	-
TNFRSF19	-	-	-
PTPLAD1	-	-	-
WBP1	-	-	-
CLK2	-	-	-
TRIM2	-	-	-
DZIP3	-	-	-
SHANK1	-	-	-
CHRNA7	-	-	-
H1FX	-	-	-
HNRNPA1	-	-	-
IGKC	-	-	-
IGKV2-40	-	-	-
LRRC3DN	-	-	-
DNAJC9	-	-	-
RALGAPA1	-	-	-
LRRC59	-	-	-
USP8	-	-	-
MBD4	+	TF	-
MBD1	+	TF	+
SGCE	-	-	-
RNF220	-	-	-
ARP2	-	-	-
ARP3	-	-	-
CDC42EP2	-	-	-
BCAS1	-	-	-
MAP6	-	-	-
MAP1B	-	-	-
NTM	-	-	-
SLC1A3	-	-	-
SLC25A1	-	-	-
SLC25A22	-	-	-
LACTB	-	-	-
LSAMP	-	-	-
CALM1	-	-	-
OPCML	-	-	-
CNP	-	-	-
CASKIN1	-	-	-
MAP2	-	-	-
MAP1A	-	-	-
MAP4	-	-	-
MAP7D1	-	-	-
MTCH2	-	-	-
SLC25A12	-	-	-
SLC25A11	-	-	-
SLC25A13	-	-	-
MGST3	-	-	-
SLC1A2	-	-	-
GLUL	-	-	-
PHB	-	-	-
ND1	-	-	-
ND5	-	-	-
ND2	-	-	-
ND4	-	-	-
COX1	-	-	-
COX7A2	-	-	-
COX2	-	-	-
RMDN3	-	-	-
GYK	-	-	-
CREBZF	+	TF	+
BAHD1	-	-	-
RBBP8	+	TcF	-
ANKRD6B	-	-	-
AEBP1	+	TcF	+
ALX3	+	TF	+
ALX4	+	TF	+
NEUROD4	+	TF	+
CITED4	+	TcF	+
BACH1	+	TF	+
RUNX1T1	+	-	+
CDX4	+	TF	+
CEBPD	+	-	+
CEBPG	+	TF	+
CERS2	+	TF	-
CREB3L1	+	TF	+
DBP	+	TF	+
ASB3	+	-	+
ASB15	+	-	+
DLX4	+	TF	+
EBF3	+	TF	+
EHF	+	TF	+
ELF5	+	TF	+
EMX1	+	TF	+
ERG	+	TF	+
DEDD	+	-	+
ANKRD49	+	-	+
CERS5	+	TF	-
ANKRD7	+	-	+
ABTB1	+	-	+
FOXN2	+	TF	+
DMRTC2	+	TF	+
GSX1	+	TF	+
NKX6-2	+	TF	+
FOXQ1	+	TF	+
HMGXB3	+	TF	+
ASB12	+	-	+
HOXB13	+	TF	+
HOXB4	+	TF	+
ASB1	+	-	+
HOXC12	+	TF	+
HOXC5	+	TF	+
HOXD1	+	TF	+
HOXD12	+	TF	+
HOXD3	+	-	+
CSDE1	+	TF	+
HOXD4	+	TF	+
HOXD9	+	TF	+
HR	+	TcF	+
CSDC2	+	TF	+
LMO4	+	-	+
MTF1	+	TF	+
MXI1	+	TF	+
GCFC2	-	-	-
MIXL1	+	TF	+
NFE2	+	TF	+
KDM5C	+	TF	+
KDM4B	+	-	+
CARF	+	-	+
NKX2-3	+	TF	+
JADE1	-	-	-
PAX9	+	TF	+
PHF2	+	TcF	+
PITX3	+	TF	+
POU4F2	+	TF	+
POU6F1	+	TF	+
ANKRD33	+	-	+
FOXE3	+	TF	+
PBX4	+	TF	+
SOX6	+	TF	+
SUPT4A	+	CRF	-
TBX15	+	TF	+
SSBP2	+	TcF	+
SSBP4	+	-	+
RFX4	+	TF	+
RAI14	+	-	+
IVNS1ABP	+	-	+
SOWAHC	+	-	+
TEF	+	TF	+
SSBP3	+	TcF	+
UBP1	+	TF	+
UTF1	+	TcF	+
ZFP11	+	TF	+
NKD2	+	-	+
ZFP513	+	TF	+
MZF1	+	TF	+
ZFP64	+	TF	+
ZIC1	+	TF	+
DAZAP2	+	-	+
ZFP275	+	TF	+
CIC	+	TF	+
TLE6	+	-	+
TFDP2	+	TF	+
SIRT2	+	CRF	+
TBX18	+	TF	+
TLX3	+	TF	+
DEK	+	TcF	+
FOXB1	+	TF	+
OLIG1	+	TF	+
CERS4	+	TF	-
ANKRD22	+	-	+
BARHL1	+	TF	+
ZBTB33	+	-	+
ZFP191	+	TF	+
ZFP524	+	TF	+
PYGO1	+	-	+
KDM4C	+	CRF	+
ANKS3	+	-	+
ZFP263	+	TF	+
SP2	+	TF	+
ZBTB22	+	-	+
TRPS1	+	TF	+
RBFOX2	+	TcF	+
ZFP473	+	TF	+
ZDHHC15	+	-	+
TOX3	+	TF	+
HLF	+	TF	+
TFAP2D	+	TF	+
ZFP12	+	TF	+
ZBTB39	+	TF	+
TFAP2E	+	TF	+
KMT2C	+	CRF	-
GATAD2B	+	TF	+
FOXP4	+	TF	+
L1TD1	-	-	-
FRG1	-	-	-
0610010K14RIK	-	-	-
2810474O19RIK	-	-	-
BEND3	-	-	-
GRHL2	+	TF	-
SALL3	+	TF	+
CXXC5	-	-	-
SALL2	+	TF	+
TFCP2L1	+	TF	+
MRGBP	-	-	-
PEG10	-	-	-
POGZ	-	-	-
ADNP	+	TF	+
SATB2	+	TF	+
CHAMP1	-	-	-
RIF1	-	-	-
SUPT16	-	-	-
ELMSAN1	-	-	-
RBM14	+	TcF	+
CAMSAP3	-	-	-
YY1	+	TF	+
SMARCAD1	+	CRF	+
WAPAL	-	-	-
BCLAF1	+	-	+
ICE1	-	-	-
BRWD1	+	CRF	+
DNMT3L	+	-	+
HIST1H3E	-	-	-
HIST1H4B	-	-	-
HIST3H2BB-PS	-	-	-
IFI202B	-	-	-
KAT7	+	TF	-
P4HA1	-	-	-
NUMA1	-	-	-
BRD9	-	-	-
BCL7A	-	-	-
GLTSCR1	-	-	-
H3F3A	-	-	-
SRY	+	TF	+
MNOTCH	-	-	-
HIST1H1A	-	-	-
ACF1	-	-	-
CTNNB2	-	-	-
SMAD3A	-	-	-
SMAD3B	-	-	-
PLA2G2A	-	-	-
GAG	-	-	-
CKIIALPHA	-	-	-
4732456N10RIK	-	-	-
IFI35	-	-	-
NMI	+	-	+
HIST4H4	-	-	-
CDK5R1	-	-	-
SUDS3	-	-	-
HIST1H2AC	-	-	-
H2B	-	-	-
H4	-	-	-
TRIM66	-	-	-
PDIA6	-	-	-
PCMT1	-	-	-
NT5C2	-	-	-
DAF-16	-	-	-
ANKMY2	-	-	-
SZL	-	-	-
KMT2E	+	TcF	-
SAMSN1	-	-	-
SELENBP2	-	-	-
KDM3A	-	-	-
MIB2	-	-	-
PPP2R5B	-	-	-
NMT1	-	-	-
DHRS4	-	-	-
RAB35	-	-	-
PALLD	-	-	-
HP1BP3	-	-	-
PZP	-	-	-
PCGF3	+	TcF	-
HIST3H3	-	-	-
SSPN	-	-	-
GGNBP1	-	-	-
LEMD3	-	-	-
GM5414	-	-	-
LARP4B	-	-	-
GM15032	-	-	-
GLT25D1	-	-	-
ESD	-	-	-
GM5560	-	-	-
HELZ	+	-	+
ZSWIM2	-	-	-
SLC38A2	-	-	-
GLIS3	+	TF	-
NEK1	-	-	-
AGO1	-	-	-
ELSPBP1	-	-	-
BRM1	-	-	-
WDR1	-	-	-
ABBP1	-	-	-
KMT2D	-	-	-
FILIP1	-	-	-
NEUROG2	+	TF	+
MLC1	-	-	-
CRYGE	-	-	-
HIST1H3A	-	-	-
UHRF1	-	-	-
HIST1H2BJ	-	-	-
HIST1H3G	-	-	-
HIST1H4A	-	-	-
HIST1H1C	+	-	+
IGF2BP2	-	-	-
KMT2A	+	CRF	-
TSIX	-	-	-
RSP5	-	-	-
SRCIN1	-	-	-
ATAT1	-	-	-
CEP131	-	-	-
SRA1	+	TcF	-
TMEM115	-	-	-
TNRC6A	-	-	-
MOV10	-	-	-
TRIM71	-	-	-
DMRT2	+	TF	+
CCDC18	-	-	-
UBR2	-	-	-
SAMT1	-	-	-
FAM120A	-	-	-
1810055G02RIK	-	-	-
TAF15	+	-	+
CALCOCO1	+	TcF	+
KNSTRN	-	-	-
AI837181	-	-	-
ANXA8	-	-	-
FAM107B	-	-	-
SSBP1	-	-	-
THEM6	-	-	-
PLS3	-	-	-
LIN37	-	-	-
STOM	-	-	-
FLOT2	-	-	-
YARS2	-	-	-
BPIFB1	-	-	-
NDUFAF7	-	-	-
MRPS34	-	-	-
BCL7B	-	-	-
RALY	-	-	-
HNRNPA1L2	-	-	-
GPATCH11	-	-	-
TOR1AIP1	-	-	-
SGOL2	-	-	-
AHNAK	-	-	-
GM9174	-	-	-
POC1A	-	-	-
AKAP12	-	-	-
SPECC1	-	-	-
PPP2R5A	-	-	-
AIF1L	-	-	-
CNOT11	-	-	-
SAAL1	-	-	-
SHCBP1	-	-	-
LGALS3BP	-	-	-
AKAP8L	-	-	-
DHX30	-	-	-
FAM129B	-	-	-
ATL2	-	-	-
ALPP	-	-	-
DEFA1	-	-	-
TRIM69	-	-	-
TPR	-	-	-
AZGP1	-	-	-
CCDC15	-	-	-
DDX28	-	-	-
POC1B	-	-	-
EIF3CL	-	-	-
ITPRIP	-	-	-
CXORF23	-	-	-
SPRR2E	-	-	-
SPRR2D	-	-	-
FAM134A	-	-	-
PPP1R10	-	-	-
CEP120	-	-	-
ATAD3B	-	-	-
NDC1	-	-	-
PIP	-	-	-
HNRNPUL2	-	-	-
DCAF4	-	-	-
HAUS8	-	-	-
PTCD3	-	-	-
AHSG	-	-	-
DCAF8	-	-	-
ATAD3A	-	-	-
ANXA8L1	-	-	-
FABP3	-	-	-
D16ERTD472E	-	-	-
IGF2BP3	-	-	-
DCAF12	-	-	-
CA2	-	-	-
KCTD5	-	-	-
MTCL1	-	-	-
MISP	-	-	-
YBX1	+	TF	+
MZT2B	-	-	-
BPIFA1	-	-	-
TRUB2	-	-	-
TCP11L1	-	-	-
NSUN2	-	-	-
FOLR1	-	-	-
MZT2A	-	-	-
C1ORF52	-	-	-
TTK	-	-	-
RBAK	+	TF	+
CALU	-	-	-
RPA3	-	-	-
P3H1	-	-	-
CCDC9	-	-	-
POGK	-	-	-
TMOD3	-	-	-
SHOC2	-	-	-
KIF24	-	-	-
MICALL2	-	-	-
XDH	-	-	-
NEXN	-	-	-
PCMTD1	-	-	-
HOMER3	-	-	-
C21ORF91	-	-	-
SPRR2G	-	-	-
ECD	+	TcF	+
SPAG5	-	-	-
LYPLAL1	-	-	-
SOGA1	-	-	-
DIXDC1	-	-	-
C17ORF70	-	-	-
MRPS18B	-	-	-
YIPF4	-	-	-
PACSIN3	-	-	-
DCAF15	-	-	-
TRA2B	-	-	-
GNG12	-	-	-
NCDN	-	-	-
CCAR2	-	-	-
HNRNPDL	-	-	-
C19ORF25	-	-	-
MAD2L1BP	-	-	-
TMEM63B	-	-	-
PFDN6	-	-	-
GPRC5A	-	-	-
THAP11	+	TF	-
DDX39A	-	-	-
ALPPL2	-	-	-
CCSER2	-	-	-
EDIL3	-	-	-
PPP2R5E	-	-	-
GATM	-	-	-
PAXBP1	-	-	-
SPRR2B	-	-	-
EAPP	-	-	-
TGM1	-	-	-
CENPU	-	-	-
FSCN1	-	-	-
ANXA4	-	-	-
RTN4RL2	-	-	-
LSM8	-	-	-
SCFD2	-	-	-
AGGF1	-	-	-
LARP1	-	-	-
SVIL	-	-	-
KCTD2	-	-	-
PRKCSH	-	-	-
BSDC1	-	-	-
UBR5	-	-	-
ACOT9	-	-	-
CPM	-	-	-
C1ORF68	-	-	-
NAA50	-	-	-
DCAF16	-	-	-
CIZ1	-	-	-
PNKD	-	-	-
POF1B	-	-	-
C20ORF196	-	-	-
ANTXR1	-	-	-
CREB3L2	+	TF	+
C2ORF44	-	-	-
LYPD3	-	-	-
THRAP3	+	TcF	+
C2ORF47	-	-	-
BTG3	-	-	-
RCOR2	+	TF	+
TRIM3	-	-	-
AGTRAP	-	-	-
SRGAP2	-	-	-
LANCL2	-	-	-
R3HDM2	-	-	-
GM6316	-	-	-
DYRK1C	-	-	-
GM6681	-	-	-
GM5121	-	-	-
LRCH2	-	-	-
RPLP0-PS1	-	-	-
GM8730	-	-	-
GM9625	-	-	-
GM14165	-	-	-
LMO7	-	-	-
VPS9D1	-	-	-
WDR37	-	-	-
LOH12CR1	-	-	-
DCLK1	-	-	-
DOCK7	-	-	-
FAM188B	-	-	-
GM6627	-	-	-
GM10358	-	-	-
GM3222	-	-	-
GM2308	-	-	-
GM3534	-	-	-
GM2076	-	-	-
GM4654	-	-	-
GM4929	-	-	-
GM10313	-	-	-
GM2467	-	-	-
GM2606	-	-	-
GM5732	-	-	-
GM2546	-	-	-
GM5787	-	-	-
GM15191	-	-	-
GM9619	-	-	-
GM3272	-	-	-
GM9061	-	-	-
GM5863	-	-	-
GM9568	-	-	-
GM11557	-	-	-
GM5507	-	-	-
GM8349	-	-	-
GM8318	-	-	-
GM4804	-	-	-
GM12033	-	-	-
GM6946	-	-	-
GM12070	-	-	-
GM7286	-	-	-
GM8174	-	-	-
GM10284	-	-	-
GM3695	-	-	-
GM4217	-	-	-
GM16374	-	-	-
GM3200	-	-	-
GM12537	-	-	-
GM4335	-	-	-
GM8100	-	-	-
GM4609	-	-	-
GM7545	-	-	-
GM10359	-	-	-
GM2451	-	-	-
GM9034	-	-	-
GM8513	-	-	-
GM6283	-	-	-
GM4575	-	-	-
GM11658	-	-	-
GM8825	-	-	-
GM7507	-	-	-
GM14148	-	-	-
GM9127	-	-	-
GM10291	-	-	-
GM7611	-	-	-
GM13292	-	-	-
GM4691	-	-	-
GM2445	-	-	-
GM3839	-	-	-
GM9081	-	-	-
GM12286	-	-	-
GM7183	-	-	-
GM7129	-	-	-
GM10566	-	-	-
GM10293	-	-	-
GM8055	-	-	-
GM7784	-	-	-
GM16470	-	-	-
GM10327	-	-	-
GM12416	-	-	-
GM2193	-	-	-
GM11953	-	-	-
GM3809	-	-	-
GM3671	-	-	-
GM5138	-	-	-
GM6944	-	-	-
GM20899	-	-	-
GM2574	-	-	-
GM7293	-	-	-
GM5652	-	-	-
GM10290	-	-	-
GM13882	-	-	-
GM14130	-	-	-
GM5678	-	-	-
MSANTD4	-	-	-
CRTC1	+	TcF	+
GM6540	-	-	-
TBC1D7	-	-	-
LRCH3	-	-	-
KRT76	-	-	-
GM9276	-	-	-
GM5525	-	-	-
GM4366	-	-	-
GM4462	-	-	-
DCLK2	-	-	-
GM5920	-	-	-
GM3608	-	-	-
KIF21B	-	-	-
3632413A11RIK	-	-	-
GM8806	-	-	-
TANC2	-	-	-
RIMS3	-	-	-
SYN2	-	-	-
SLC25A5-PS	-	-	-
GM5529	-	-	-
GM5256	-	-	-
NAV1	-	-	-
SYN1	-	-	-
TBC1D22B	-	-	-
PANK2	-	-	-
WDR48	-	-	-
GM5822	-	-	-
GM6789	-	-	-
GM6392	-	-	-
GM6767	-	-	-
GM6548	-	-	-
GM6170	-	-	-
GM5869	-	-	-
GM7105	-	-	-
GM7161	-	-	-
GM6192	-	-	-
DLGAP3	-	-	-
PACS1	-	-	-
CCDC88A	-	-	-
FRMD4B	-	-	-
FRMD4A	-	-	-
PACS2	-	-	-
SYN3	-	-	-
GM8086	-	-	-
ARHGEF15	-	-	-
SDCBP	-	-	-
GBP4	-	-	-
PTMA	-	-	-
CPEB3	-	-	-
ANXA6	-	-	-
PITX1	+	TF	+
GPBP1	-	-	-
PDZD3	-	-	-
BSPRY	-	-	-
CAPN1	-	-	-
IDO1	-	-	-
PEA15B	-	-	-
ANKRD37	-	-	-
BFAR	-	-	-
NEK10	-	-	-
GM11560	-	-	-
ACHE	-	-	-
CSF3R	-	-	-
MATN2	-	-	-
GPS1	-	-	-
GM9861	-	-	-
FER	-	-	-
TMF1	+	-	+
NEIL2	+	-	+
PHYL	-	-	-
TRIM54	-	-	-
NUP82	-	-	-
NUP159	-	-	-
TRAV6-3	-	-	-
CPEB1	-	-	-
HIS2B:CG17949	-	-	-
HIS4:CG31611	-	-	-
HIS3.3A	-	-	-
HMG20A	+	TF	+
DLGAP2	-	-	-
THD	-	-	-
MIR383	-	-	-
PAGR1A	-	-	-
RFX1	+	TF	+
PHF14	+	-	+
NPM2	+	CRF	+
CENPV	-	-	-
ARL6IP4	-	-	-
KDM3B	-	-	-
HBB-B1	-	-	-
OGFOD1	-	-	-
ENOPH1	-	-	-
TBX1	+	TF	+
HIST1H4H	-	-	-
HIST2H4	-	-	-
HIST1H4C	-	-	-
HIST3H2A	-	-	-
HIST1H4K	-	-	-
MPH1	-	-	-
GZMA	-	-	-
GJC1	-	-	-
GJD3	-	-	-
GJB3	-	-	-
HIST1H3F	-	-	-
ANKRD17	-	-	-
BRD3	+	CRF	-
BZW2	-	-	-
CDK3-PS	-	-	-
DNAJC13	-	-	-
EHD4	-	-	-
FUBP3	+	-	+
JMJD1C	+	-	+
LRRC47	-	-	-
MFAP1B	-	-	-
NID2	-	-	-
PHF3	+	-	+
SCN11A	-	-	-
SHARPIN	-	-	-
CUX1	+	TF	+
CAPN13	-	-	-
DNTTIP1	-	-	-
ARID5B	+	TF	+
ABCF2	-	-	-
KRT16	-	-	-
KRT9	-	-	-
FXR1	+	-	+
KRT6B	-	-	-
MYO1E	-	-	-
AHDC1	-	-	-
RC3H1	-	-	-
CCNB1IP1	-	-	-
1700019N19RIK	-	-	-
ATOH8	+	TF	-
CCDC181	-	-	-
BC100451	-	-	-
1700021F07RIK	-	-	-
ARI-1	-	-	-
PTOV1	-	-	-
AFF2	+	TF	-
SLC11A1	-	-	-
JMY	+	TcF	-
AGAP3	+	-	+
GSN	-	-	-
IGHMBP2	+	-	+
BEAN1	-	-	-
LITAF	+	TF	-
SH3BP1	-	-	-
RTKN2	-	-	-
MICALL1	-	-	-
SEPT9	-	-	-
FAR1	-	-	-
CHTF8	-	-	-
IRF2BP1	-	-	-
LPPR4	-	-	-
PTGR2	-	-	-
WRNIP1	-	-	-
SPI1	+	TF	-
ZBTB7A	+	TF	+
ANKRD12	-	-	-
TRIM24	+	TcF	+
MAP3K4	-	-	-
TNFRSF12A	-	-	-
EDAR	-	-	-
PHACTR1	-	-	-
PDE7A	-	-	-
IGKV1-117	-	-	-
RCBTB1	-	-	-
BTBD10	-	-	-
MEP1B	-	-	-
MYO18A	-	-	-
PRAME	-	-	-
NXT1	-	-	-
MT1	-	-	-
TLE4	+	TcF	-
DCBLD2	-	-	-
IFFO2	-	-	-
MIER2	-	-	-
IFFO1	-	-	-
2610301B20RIK	-	-	-
NCOA4	+	-	+
USP2	-	-	-
SNCB	-	-	-
RNF115	-	-	-
C12ORF57	-	-	-
ATP2B2	-	-	-
ADAM23	-	-	-
NCAM2	-	-	-
MOG	-	-	-
PLP1	-	-	-
PDE10A	-	-	-
CHRNB4	-	-	-
MID1	-	-	-
LIPC	-	-	-
FKBP9	-	-	-
CNPY2	-	-	-
5430435G22RIK	-	-	-
SATB1	+	TF	+
ZBTB16	+	TF	+
RNF126	-	-	-
RNF151	-	-	-
CHRNA1	-	-	-
GLC7	-	-	-
GM12892	-	-	-
RPS6KA5	-	-	-
PCDHGB1	-	-	-
PCDHGB2	-	-	-
PCDHGB8	-	-	-
ASIC1	-	-	-
BRD2	+	CRF	-
PCDHA1	-	-	-
SPTAN1	-	-	-
HOXA3	+	TF	+
POU3F3	+	TF	+
SOX10	+	TF	+
PRRX1	+	TF	+
PRRX2	+	TF	+
SOX8	+	TF	+
CTSA	-	-	-
CMC1	-	-	-
AOC3	-	-	-
ALPL	-	-	-
CHCHD2	-	-	-
CD59	-	-	-
HSD17B10	-	-	-
COX3	-	-	-
CA4	-	-	-
GPM6A	-	-	-
EPB41	-	-	-
EPB41L1	-	-	-
BASP1	+	TcF	-
BFSP2	-	-	-
BFSP1	-	-	-
H3	-	-	-
EBPL	-	-	-
GAP43	-	-	-
GPR98	-	-	-
AKAP7	-	-	-
GM13835	-	-	-
NREP	-	-	-
DAND5	-	-	-
SERPINA5	-	-	-
DMBX1	+	TF	+
HIST2H3C	-	-	-
RYR2	-	-	-
CPNE6	-	-	-
IGHM	-	-	-
AKIP1	-	-	-
TRPM8	-	-	-
BHLHA15	+	TF	+
TREX1	-	-	-
EIF4ENIF1	-	-	-
FEM1A	-	-	-
ZFP110	+	TF	+
H3.1	-	-	-
PRL2C2	-	-	-
IFT22	-	-	-
DYF-1	-	-	-
DYF-13	-	-	-
ASGR2	-	-	-
OLFM1	-	-	-
CHRDL2	-	-	-
HIST2H2AA1	-	-	-
HTRA1	-	-	-
ADAMTS1	-	-	-
MTHFS	-	-	-
ACOT7	-	-	-
BSX	+	TF	-
FETUB	-	-	-
EPS8L3	-	-	-
2310022A10RIK	-	-	-
AAK1	-	-	-
ADD3	-	-	-
AP3S1	-	-	-
BCL7C	-	-	-
CCDC137	-	-	-
CDCA7L	-	-	-
DERA	-	-	-
ELF1	+	TF	+
ELF4	+	TF	+
ETV3	+	TF	-
FAM129A	-	-	-
FAM76A	-	-	-
FAM98A	-	-	-
FAM98B	-	-	-
FMNL1	-	-	-
AKP3	-	-	-
CRYBB2	-	-	-
GABRB1	-	-	-
REG1	-	-	-
C1ORF94	-	-	-
CCDC33	-	-	-
CRACR2A	-	-	-
FAM154A	-	-	-
FHL5	+	TcF	+
GPRIN2	-	-	-
BSCL2	-	-	-
DKKL1	-	-	-
ABHD17A	-	-	-
SCX	+	TF	-
ACT1	-	-	-
PHACTR2	-	-	-
PAFAH1B3	-	-	-
MDFI	+	TcF	-
RNF17	-	-	-
CD300LF	-	-	-
TXN	-	-	-
RGS14	+	-	+
TBX6	+	TF	+
AI464131	-	-	-
STRM	-	-	-
CYHR1	-	-	-
GUS	-	-	-
MYPOP	-	-	-
PCDH1	-	-	-
PCDH9	-	-	-
PCDH11X	-	-	-
MRFAP1	-	-	-
EPHA7	-	-	-
PRSS1	-	-	-
CELA1	-	-	-
DNAK	-	-	-
EID3	-	-	-
BCD	-	-	-
CCDC64	-	-	-
SS18	-	-	-
PPM1B	-	-	-
KRT78	-	-	-
KRT73	-	-	-
KRT42	-	-	-
KRT77	-	-	-
KRT2	-	-	-
KRT15	-	-	-
KRT6A	-	-	-
HIST1H2BL	-	-	-
CALM2	-	-	-
NPHP3	-	-	-
KRT79	-	-	-
1810009J06RIK	-	-	-
KRT82	-	-	-
KRT35	-	-	-
LIMA1	-	-	-
DSP	-	-	-
KRT86	-	-	-
KRT33B	-	-	-
KRT13	-	-	-
KRT7	-	-	-
IQCB1	-	-	-
